*Soil Inorganic Nitrogen daily output file

*DSSAT Cropping System Model Ver. 4.7.2.000 -release      OCT 15, 2021; 17:59:32
                                                                                
*RUN   1        :             CSM335_date_1 MZCER047 ITSA1301    1              
 MODEL          : MZCER047 - Maize                                              
 EXPERIMENT     : ITSA1301 SG CALIBRATION SETUP OF SORGHUM SOWING DATES         
 DATA PATH      :                                                               
 TREATMENT  1   :             CSM335_date_1 MZCER047                            
  
!                                                    NO3 (ppm) by soil depth (cm):                   NH4 (ppm) by soil depth (cm):
!                                                     0-5    5-15   15-30   30-60   60-90  90-120     0-5    5-15   15-30   30-60   60-90  90-120
@YEAR DOY   DAS  NAPC  NI#M    NIAD   NITD   NHTD    NI1D    NI2D    NI3D    NI4D    NI5D    NI6D    NH1D    NH2D    NH3D    NH4D    NH5D    NH6D    NMNC    NITC    NDNC    NIMC    AMLC   NNMNC    NUCM    NLCC    TDFC
 2014 248   121    86     3    84.5   66.0   18.5    1.65    2.17    3.36    4.16    4.56    4.10    5.60    3.07    2.80    0.32    0.31    0.35  183.83  195.74   11.46   52.00    0.00  131.82   93.90   37.88    0.00
 2014 249   122    86     3    83.5   65.1   18.5    1.19    1.96    3.28    4.13    4.55    4.10    5.46    3.09    2.82    0.32    0.32    0.35  185.37  196.69   11.49   52.32    0.00  133.05   95.63   38.30    0.00
 2014 250   123    86     3    82.2   63.7   18.5    1.34    1.97    3.18    3.98    4.45    4.05    5.32    3.11    2.84    0.32    0.32    0.35  186.81  197.53   11.61   52.61    0.00  134.20   97.55   38.76    0.00
 2014 251   124    86     3    81.1   62.5   18.6    1.53    2.04    3.17    3.86    4.32    3.98    5.22    3.14    2.88    0.33    0.32    0.35  188.35  198.47   11.71   52.92    0.00  135.43   98.79   39.74    0.00
 2014 252   125    86     3    80.4   61.9   18.5    1.60    2.17    3.24    3.78    4.24    3.91    5.04    3.14    2.89    0.33    0.33    0.35  190.01  199.57   11.72   53.26    0.00  136.75  100.73   39.82    0.00
 2014 253   126    86     3    79.9   61.8   18.2    1.75    2.23    3.29    3.74    4.19    3.89    4.95    3.15    2.90    0.31    0.30    0.32  191.54  200.86   11.74   53.58    0.00  137.97  102.15   40.06    0.00
 2014 254   127    86     3    79.6   62.2   17.4    1.26    2.10    3.55    3.79    4.22    3.91    4.83    3.16    2.71    0.29    0.28    0.30  193.14  202.64   11.74   53.91    0.00  139.23  103.56   40.23    0.00
 2014 255   128    86     3    77.6   60.3   17.3    0.94    1.77    3.19    3.73    4.18    3.92    4.69    3.14    2.71    0.30    0.29    0.28  194.56  203.53   11.75   54.20    0.00  140.36  106.10   40.80    0.00
 2014 256   129    86     3    76.8   59.3   17.5    0.81    1.60    2.99    3.65    4.15    3.96    4.65    3.18    2.77    0.30    0.29    0.29  196.00  204.30   11.77   54.49    0.00  141.51  107.14   41.70    0.00
 2014 257   130    86     3    76.5   58.7   17.8    0.92    1.65    2.96    3.54    4.09    3.97    4.64    3.24    2.83    0.31    0.30    0.29  197.44  205.07   11.78   54.77    0.00  142.67  107.73   42.58    0.00
 2014 258   131    86     3    75.3   57.4   17.9    0.76    1.48    2.80    3.49    4.03    3.95    4.58    3.25    2.87    0.32    0.30    0.30  199.02  205.97   11.79   55.09    0.00  143.93  109.16   43.54    0.00
 2014 259   132    86     3    73.7   55.7   17.9    0.88    1.53    2.72    3.32    3.89    3.85    4.49    3.25    2.88    0.32    0.31    0.30  200.59  206.84   11.92   55.40    0.00  145.19  111.19   44.32    0.00
 2014 260   133    86     3    73.6   55.4   18.2    0.85    1.54    2.75    3.29    3.84    3.84    4.49    3.31    2.95    0.33    0.31    0.31  202.21  207.77   12.04   55.72    0.00  146.50  111.75   45.02    0.00
 2014 261   134    86     3    71.9   53.7   18.2    0.73    1.40    2.57    3.20    3.76    3.77    4.41    3.30    2.95    0.33    0.32    0.31  203.79  208.67   12.14   56.03    0.00  147.76  113.80   45.78    0.00
 2014 262   135    86     3    70.6   52.3   18.3    0.87    1.46    2.53    3.07    3.64    3.68    4.34    3.30    2.97    0.34    0.32    0.32  205.42  209.59   12.28   56.35    0.00  149.07  115.66   46.42    0.00
 2014 263   136    86     3    70.0   51.6   18.3    1.03    1.58    2.58    2.98    3.54    3.60    4.29    3.31    2.99    0.34    0.33    0.32  207.20  210.66   12.37   56.71    0.00  150.50  117.20   46.85    0.00
 2014 264   137    86     3    67.4   49.4   17.9    1.13    1.67    2.58    2.82    3.34    3.40    4.10    3.21    2.92    0.35    0.33    0.32  209.09  211.82   12.41   57.08    0.00  152.00  121.07   47.06    0.00
 2014 265   138    86     3    68.8   50.8   18.0    1.13    1.84    2.77    2.90    3.41    3.43    4.15    3.27    3.00    0.32    0.30    0.33  211.00  213.29   12.42   57.46    0.00  153.53  121.07   47.13    0.00
 2014 266   139    86     3    70.1   52.2   17.9    1.06    1.83    2.92    3.00    3.49    3.51    4.19    3.34    3.06    0.29    0.28    0.30  212.84  214.82   12.45   57.83    0.00  155.01  121.07   47.23    0.00
 2014 267   140    86     3    71.3   53.1   18.2    1.20    1.93    2.98    3.03    3.53    3.59    4.23    3.41    3.13    0.30    0.29    0.27  214.58  215.98   12.50   58.19    0.00  156.40  121.07   47.38    0.00
 2014 268   141    86     3    72.5   54.2   18.4    1.21    2.06    3.10    3.06    3.56    3.66    4.27    3.46    3.18    0.31    0.29    0.25  216.33  217.18   12.53   58.55    0.00  157.78  121.07   47.52    0.00
 2014 269   142    86     3    73.8   55.2   18.5    1.38    2.16    3.22    3.09    3.59    3.72    4.30    3.51    3.23    0.31    0.30    0.24  218.04  218.36   12.56   58.90    0.00  159.14  121.07   47.59    0.00
 2014 270   143    86     3    74.9   56.4   18.5    1.62    2.31    3.35    3.11    3.64    3.77    4.33    3.55    3.26    0.32    0.27    0.23  219.83  219.77   12.59   59.28    0.00  160.55  121.07   47.83    0.00
 2014 271   144    86     3    76.4   58.1   18.4    1.84    2.57    3.59    3.19    3.68    3.81    4.31    3.56    3.27    0.30    0.26    0.21  221.72  221.44   12.59   59.68    0.00  162.03  121.07   47.83    0.00
 2014 272   145    86     3    77.8   60.3   17.6    1.96    2.80    4.13    3.26    3.72    3.84    4.33    3.57    2.99    0.28    0.24    0.20  223.54  223.64   12.60   60.08    0.00  163.46  121.07   47.83    0.00
 2014 273   146    86     3    79.2   62.4   16.9    1.74    2.94    4.63    3.38    3.80    3.87    4.34    3.58    2.73    0.26    0.22    0.19  225.37  225.78   12.61   60.49    0.00  164.88  121.07   47.83    0.00
 2014 274   147    86     3    80.5   63.6   16.9    1.74    3.00    4.71    3.50    3.89    3.90    4.36    3.60    2.78    0.24    0.21    0.19  227.06  227.08   12.64   60.87    0.00  166.19  121.07   47.83    0.00
 2014 275   148    86     3    81.8   64.8   17.0    1.95    3.09    4.79    3.56    3.97    3.93    4.37    3.63    2.82    0.25    0.20    0.18  228.74  228.27   12.67   61.25    0.00  167.49  121.07   47.83    0.00
 2014 276   149    86     3    83.1   66.1   17.0    2.10    3.26    4.91    3.61    4.04    3.96    4.38    3.63    2.86    0.26    0.20    0.17  230.47  229.54   12.69   61.65    0.00  168.82  121.07   47.83    0.00
 2014 277   150    86     3    84.4   67.4   17.0    1.43    2.88    4.82    3.91    4.18    4.13    4.39    3.62    2.89    0.25    0.19    0.17  232.18  230.90   12.70   62.05    0.00  170.13  121.07   47.83    0.00
 2014 278   151    86     3    85.1   67.9   17.2    1.16    2.55    4.50    4.05    4.27    4.32    4.41    3.65    2.94    0.26    0.20    0.16  233.69  231.84   12.78   62.38    0.00  171.30  121.07   48.24    0.00
 2014 279   152    86     3    85.4   67.9   17.5    1.30    2.60    4.42    4.00    4.27    4.38    4.43    3.68    2.99    0.27    0.21    0.18  235.15  232.67   12.86   62.70    0.00  172.45  121.07   48.94    0.00
 2014 280   153    86     3    85.9   68.2   17.8    1.35    2.70    4.46    4.00    4.25    4.40    4.46    3.69    3.02    0.28    0.22    0.19  236.66  233.60   12.90   63.04    0.00  173.62  121.07   49.57    0.00
 2014 281   154    86     3    86.4   68.4   18.0    1.13    2.47    4.40    4.11    4.30    4.44    4.47    3.71    3.05    0.28    0.23    0.20  238.16  234.55   12.94   63.37    0.00  174.79  121.07   50.21    0.00
 2014 282   155    86     3    86.7   68.5   18.3    1.06    2.32    4.22    4.17    4.36    4.49    4.49    3.74    3.09    0.29    0.24    0.21  239.62  235.44   13.06   63.68    0.00  175.93  121.07   50.93    0.00
 2014 283   156    86     3    86.9   68.4   18.5    1.04    2.23    4.10    4.18    4.39    4.53    4.50    3.76    3.13    0.30    0.25    0.22  241.11  236.36   13.22   64.00    0.00  177.10  121.07   51.73    0.00
 2014 284   157    86     3    86.4   67.6   18.7    1.30    2.33    4.01    4.09    4.32    4.47    4.52    3.79    3.17    0.30    0.26    0.23  242.62  237.32   13.39   64.33    0.00  178.30  121.07   53.34    0.00
 2014 285   158    86     3    86.6   68.1   18.6    1.64    2.54    4.11    4.06    4.30    4.44    4.43    3.74    3.15    0.31    0.27    0.22  244.36  238.69   13.40   64.70    0.00  179.66  122.13   53.34    0.00
 2014 286   159    86     3    86.3   68.2   18.1    1.97    2.76    4.23    4.03    4.25    4.38    4.33    3.66    3.10    0.29    0.25    0.21  246.17  240.32   13.41   65.10    0.00  181.07  123.87   53.34    0.00
 2014 287   160    86     3    85.8   69.5   16.3    2.72    3.28    4.61    3.97    4.19    4.31    3.84    3.26    2.78    0.27    0.23    0.20  247.92  243.18   13.41   65.49    0.00  182.43  125.73   53.34    0.00
 2014 288   161    86     3    85.2   70.4   14.8    3.26    3.69    4.93    3.93    4.13    4.25    3.42    2.93    2.52    0.25    0.22    0.19  249.58  245.69   13.41   65.87    0.00  183.71  127.58   53.34    0.00
 2014 289   162    86     3    83.9   70.6   13.4    3.73    4.01    5.16    3.84    4.04    4.14    3.01    2.63    2.28    0.23    0.21    0.18  251.19  248.00   13.41   66.24    0.00  184.94  130.09   53.34    0.00
 2014 290   163    86     3    83.1   70.9   12.2    4.18    4.31    5.39    3.78    3.97    4.07    2.63    2.36    2.08    0.22    0.20    0.18  252.79  250.22   13.41   66.62    0.00  186.17  132.17   53.34    0.00
 2014 291   164    86     3    82.0   70.9   11.1    4.59    4.56    5.57    3.71    3.89    3.98    2.29    2.13    1.89    0.21    0.19    0.17  254.34  252.28   13.41   66.98    0.00  187.35  134.44   53.34    0.00
 2014 292   165    86     3    80.9   70.7   10.2    5.00    4.76    5.72    3.63    3.80    3.89    2.01    1.93    1.74    0.20    0.18    0.16  255.82  254.17   13.41   67.34    0.00  188.48  136.67   53.34    0.00
 2014 293   166    86     3    79.8   70.5    9.3    3.53    5.51    6.08    3.55    3.72    3.80    1.75    1.75    1.61    0.19    0.17    0.16  257.28  255.95   13.41   67.69    0.00  189.59  138.87   53.34    0.00
 2014 294   167    86     3    79.3   70.0    9.3    3.59    5.36    6.29    3.50    3.66    3.74    1.89    1.83    1.53    0.18    0.16    0.15  259.03  257.20   13.41   68.11    0.00  190.92  140.74   53.34    0.00
 2014 295   168    86     3    78.4   69.5    8.9    4.14    5.50    6.31    3.42    3.57    3.65    1.83    1.73    1.46    0.17    0.16    0.15  260.79  258.81   13.41   68.54    0.00  192.26  142.97   53.34    0.00
 2014 296   169    86     3    77.2   68.8    8.5    4.40    5.59    6.34    3.34    3.48    3.56    1.72    1.63    1.40    0.16    0.15    0.14  262.46  260.33   13.41   68.95    0.00  193.51  145.35   53.34    0.00
 2014 297   170    86     3    76.3   68.2    8.1    4.65    5.68    6.39    3.27    3.41    3.48    1.59    1.55    1.35    0.15    0.15    0.14  264.07  261.80   13.41   69.35    0.00  194.72  147.48   53.34    0.00
 2014 298   171    86     3    75.0   67.3    7.7    4.85    5.72    6.40    3.18    3.32    3.39    1.45    1.47    1.30    0.15    0.14    0.13  265.59  263.20   13.41   69.73    0.00  195.87  149.95   53.34    0.00
 2014 299   172    86     3    73.8   66.5    7.3    5.11    5.75    6.40    3.10    3.24    3.30    1.32    1.39    1.25    0.14    0.14    0.13  267.06  264.54   13.41   70.10    0.00  196.97  152.24   53.34    0.00
 2014 300   173    86     3    72.9   65.8    7.0    5.42    5.79    6.41    3.03    3.16    3.22    1.21    1.33    1.21    0.14    0.13    0.13  268.44  265.80   13.41   70.44    0.00  198.00  154.21   53.34    0.00
 2014 301   174    86     3    71.4   64.7    6.7    5.70    5.76    6.36    2.94    3.07    3.13    1.09    1.27    1.17    0.13    0.13    0.12  269.72  266.96   13.41   70.77    0.00  198.95  156.60   53.34    0.00
 2014 302   175    86     3    70.0   63.6    6.4    5.96    5.72    6.31    2.86    2.98    3.03    0.98    1.22    1.14    0.13    0.12    0.12  270.91  268.03   13.41   71.07    0.00  199.84  158.90   53.34    0.00
 2014 303   176    86     3    68.5   62.3    6.2    6.20    5.66    6.23    2.77    2.88    2.94    0.87    1.16    1.10    0.13    0.12    0.12  272.06  269.06   13.41   71.36    0.00  200.70  161.28   53.34    0.00
 2014 304   177    86     3    67.1   61.1    5.9    6.42    5.61    6.17    2.69    2.80    2.85    0.76    1.12    1.07    0.12    0.12    0.12  273.14  270.04   13.41   71.64    0.00  201.51  163.51   53.34    0.00
 2014 305   178    86     3    65.6   59.9    5.7    6.63    5.54    6.09    2.60    2.71    2.76    0.66    1.07    1.04    0.12    0.11    0.11  274.19  270.99   13.41   71.90    0.00  202.29  165.79   53.34    0.00
 2014 306   179    86     3    64.1   58.7    5.4    6.82    5.47    6.01    2.52    2.62    2.67    0.56    1.02    1.00    0.11    0.11    0.11  275.21  271.94   13.41   72.16    0.00  203.06  168.03   53.34    0.00
 2014 307   180    86     3    62.7   57.5    5.2    6.99    5.40    5.94    2.44    2.54    2.59    0.47    0.97    0.97    0.11    0.11    0.11  276.23  272.88   13.41   72.41    0.00  203.82  170.21   53.34    0.00
 2014 308   181    86     3    63.4   58.4    5.0    7.15    5.54    6.10    2.46    2.56    2.61    0.40    0.95    0.95    0.11    0.10    0.10  277.20  273.78   13.41   72.65    0.00  204.55  170.21   53.34    0.00
 2014 309   182    86     3    64.1   59.3    4.8    7.30    5.68    6.25    2.48    2.58    2.62    0.35    0.91    0.92    0.10    0.10    0.10  278.12  274.64   13.41   72.88    0.00  205.24  170.21   53.34    0.00
 2014 310   183    86     3    64.7   60.1    4.6    7.44    5.81    6.40    2.49    2.59    2.64    0.31    0.88    0.89    0.10    0.10    0.10  279.00  275.48   13.41   73.10    0.00  205.91  170.21   53.34    0.00
 2014 311   184    86     3    65.4   60.9    4.5    7.57    5.93    6.55    2.51    2.61    2.66    0.28    0.84    0.86    0.10    0.10    0.10  279.84  276.28   13.41   73.31    0.00  206.53  170.21   53.34    0.00
 2014 312   185    86     3    66.0   61.7    4.3    7.69    6.04    6.68    2.53    2.63    2.68    0.25    0.81    0.84    0.10    0.09    0.09  280.61  277.03   13.41   73.50    0.00  207.11  170.21   53.34    0.00
 2014 313   186    86     3    66.5   62.4    4.1    7.81    6.15    6.82    2.54    2.64    2.69    0.23    0.77    0.80    0.09    0.09    0.09  281.37  277.76   13.41   73.69    0.00  207.68  170.21   53.34    0.00
 2014 314   187    86     3    67.1   63.1    4.0    7.93    6.26    6.95    2.56    2.66    2.71    0.21    0.73    0.77    0.09    0.09    0.09  282.09  278.48   13.41   73.87    0.00  208.22  170.21   53.34    0.00
 2014 315   188    86     3    67.6   63.8    3.8    8.05    6.35    7.06    2.57    2.68    2.73    0.19    0.70    0.74    0.09    0.08    0.08  282.77  279.14   13.41   74.04    0.00  208.73  170.21   53.34    0.00
 2014 316   189    86     3    68.0   64.4    3.7    8.16    6.43    7.18    2.59    2.69    2.74    0.18    0.66    0.71    0.08    0.08    0.08  283.40  279.77   13.41   74.20    0.00  209.20  170.21   53.34    0.00
 2014 317   190    86     3    68.5   65.0    3.5    8.28    6.51    7.29    2.60    2.71    2.76    0.17    0.63    0.68    0.08    0.08    0.08  284.02  280.39   13.41   74.36    0.00  209.66  170.21   53.34    0.00
 2014 318   191    86     3    68.9   65.6    3.3    8.39    6.59    7.39    2.62    2.72    2.77    0.16    0.59    0.65    0.08    0.08    0.08  284.61  280.98   13.41   74.51    0.00  210.10  170.21   53.34    0.00
 2014 319   192    86     3    69.4   66.2    3.2    8.51    6.66    7.49    2.63    2.73    2.78    0.15    0.56    0.62    0.08    0.07    0.07  285.17  281.55   13.41   74.65    0.00  210.52  170.21   53.34    0.00
 2014 320   193    86     3    69.8   66.7    3.1    8.63    6.72    7.59    2.64    2.75    2.80    0.17    0.53    0.59    0.07    0.07    0.07  285.73  282.10   13.41   74.79    0.00  210.94  170.21   53.34    0.00
 2014 321   194    86     3    70.2   67.3    2.9    8.76    6.78    7.68    2.66    2.76    2.81    0.21    0.50    0.57    0.07    0.07    0.07  286.29  282.64   13.41   74.93    0.00  211.36  170.21   53.34    0.00
 2014 322   195    86     3    70.6   67.8    2.9    8.57    7.00    7.76    2.67    2.77    2.82    0.27    0.47    0.54    0.07    0.07    0.07  286.84  283.14   13.41   75.07    0.00  211.77  170.21   53.34    0.00
 2014 323   196    86     3    71.1   68.2    2.9    8.72    7.04    7.84    2.68    2.78    2.84    0.46    0.45    0.51    0.06    0.06    0.06  287.50  283.63   13.41   75.23    0.00  212.28  170.21   53.34    0.00
 2014 324   197    86     3    71.6   68.7    2.8    8.90    7.09    7.92    2.69    2.79    2.85    0.57    0.42    0.49    0.06    0.06    0.06  288.10  284.12   13.41   75.37    0.00  212.73  170.21   53.34    0.00
 2014 325   198    86     3    72.0   69.2    2.7    9.10    7.13    7.99    2.70    2.80    2.86    0.62    0.40    0.46    0.06    0.06    0.06  288.64  284.61   13.41   75.50    0.00  213.13  170.21   53.34    0.00
 2014 326   199    86     3    72.3   69.7    2.7    9.31    7.16    8.06    2.71    2.81    2.87    0.66    0.38    0.44    0.06    0.06    0.06  289.15  285.09   13.41   75.63    0.00  213.52  170.21   53.34    0.00
 2014 327   200    86     3    72.7   70.2    2.5    9.52    7.20    8.12    2.72    2.82    2.88    0.67    0.35    0.41    0.05    0.05    0.05  289.61  285.55   13.41   75.74    0.00  213.87  170.21   53.34    0.00
 2014 328   201    86     3    73.0   70.6    2.5    9.74    7.22    8.18    2.73    2.83    2.89    0.72    0.33    0.39    0.05    0.05    0.05  290.07  285.98   13.41   75.85    0.00  214.22  170.21   53.34    0.00
 2014 329   202    86     3    73.3   71.0    2.4    9.96    7.24    8.23    2.73    2.84    2.90    0.73    0.31    0.37    0.05    0.05    0.05  290.48  286.39   13.41   75.95    0.00  214.52  170.21   53.34    0.00
 2014 330   203    86     3    73.6   71.4    2.2   10.17    7.26    8.28    2.74    2.85    2.91    0.72    0.28    0.35    0.05    0.05    0.05  290.83  286.77   13.41   76.04    0.00  214.79  170.21   53.34    0.00
 2014 331   204    86     3    73.9   71.8    2.2   10.39    7.27    8.33    2.75    2.86    2.92    0.75    0.26    0.33    0.04    0.04    0.04  291.22  287.14   13.41   76.13    0.00  215.08  170.21   53.34    0.00
 2014 332   205    86     3    74.2   72.1    2.0   10.62    7.29    8.37    2.76    2.87    2.92    0.75    0.24    0.31    0.04    0.04    0.04  291.55  287.51   13.41   76.21    0.00  215.34  170.21   53.34    0.00
 2014 333   206    86     3    74.4   72.5    1.9   10.85    7.29    8.41    2.76    2.87    2.93    0.72    0.21    0.28    0.04    0.04    0.04  291.85  287.87   13.41   76.29    0.00  215.56  170.21   53.34    0.00
 2014 334   207    86     3    74.6   72.8    1.8   11.08    7.30    8.45    2.77    2.88    2.94    0.68    0.19    0.26    0.04    0.04    0.04  292.10  288.20   13.41   76.35    0.00  215.75  170.21   53.34    0.00
 2014 335   208    86     3    74.7   73.1    1.6   11.29    7.30    8.48    2.78    2.89    2.95    0.63    0.16    0.24    0.03    0.03    0.03  292.31  288.52   13.41   76.40    0.00  215.91  170.21   53.34    0.00
 2014 336   209    86     3    74.9   73.4    1.5   11.50    7.30    8.51    2.78    2.89    2.95    0.62    0.14    0.22    0.03    0.03    0.03  292.53  288.79   13.41   76.45    0.00  216.08  170.21   53.34    0.00
 2014 337   210    86     3    75.0   73.7    1.4   11.70    7.29    8.53    2.79    2.90    2.96    0.60    0.13    0.20    0.03    0.03    0.03  292.71  289.05   13.41   76.50    0.00  216.22  170.21   53.34    0.00
 2014 338   211    86     3    75.2   73.9    1.3   11.90    7.28    8.56    2.79    2.90    2.96    0.56    0.11    0.18    0.03    0.03    0.03  292.87  289.28   13.41   76.53    0.00  216.33  170.21   53.34    0.00
 2014 339   212    86     3    75.3   74.1    1.1   12.09    7.27    8.57    2.80    2.91    2.97    0.51    0.10    0.16    0.02    0.02    0.02  292.99  289.50   13.41   76.56    0.00  216.43  170.21   53.34    0.00
 2014 340   213    86     3    75.3   74.3    1.0   12.28    7.26    8.59    2.80    2.91    2.97    0.46    0.09    0.14    0.02    0.02    0.02  293.09  289.69   13.41   76.58    0.00  216.50  170.21   53.34    0.00
 2014 341   214    86     3    75.4   74.5    0.9   12.45    7.24    8.60    2.80    2.91    2.98    0.40    0.08    0.12    0.02    0.02    0.02  293.17  289.88   13.41   76.60    0.00  216.57  170.21   53.34    0.00
 2014 342   215    86     3    75.4   74.6    0.8   12.62    7.23    8.61    2.81    2.92    2.98    0.34    0.08    0.11    0.02    0.02    0.02  293.24  290.04   13.41   76.62    0.00  216.62  170.21   53.34    0.00
 2014 343   216    86     3    75.5   74.8    0.7   12.78    7.21    8.62    2.81    2.92    2.98    0.29    0.07    0.10    0.01    0.01    0.02  293.30  290.17   13.41   76.63    0.00  216.66  170.21   53.34    0.00
 2014 344   217    86     3    75.5   74.9    0.6   12.92    7.20    8.62    2.81    2.92    2.99    0.28    0.07    0.09    0.01    0.01    0.01  293.38  290.29   13.41   76.65    0.00  216.72  170.21   53.34    0.00
 2014 345   218    86     3    75.6   75.0    0.6   13.06    7.18    8.62    2.81    2.92    2.99    0.25    0.06    0.08    0.01    0.01    0.01  293.44  290.40   13.41   76.67    0.00  216.77  170.21   53.34    0.00
 2014 346   219    86     3    75.6   75.1    0.5   13.20    7.16    8.62    2.81    2.93    2.99    0.22    0.06    0.07    0.01    0.01    0.01  293.50  290.49   13.41   76.69    0.00  216.82  170.21   53.34    0.00
 2014 347   220    86     3    75.7   75.2    0.5   13.33    7.14    8.62    2.81    2.93    2.99    0.20    0.06    0.07    0.01    0.01    0.01  293.56  290.58   13.41   76.70    0.00  216.86  170.21   53.34    0.00
 2014 348   221    86     3    75.7   75.3    0.5   13.45    7.12    8.62    2.82    2.93    2.99    0.18    0.06    0.07    0.01    0.01    0.01  293.61  290.65   13.41   76.71    0.00  216.90  170.21   53.34    0.00
 2014 349   222    86     3    75.8   75.3    0.4   13.57    7.10    8.62    2.82    2.93    3.00    0.16    0.06    0.06    0.01    0.01    0.01  293.67  290.72   13.41   76.73    0.00  216.94  170.21   53.34    0.00
 2014 350   223    86     3    75.8   75.4    0.4   13.69    7.08    8.62    2.82    2.93    3.00    0.15    0.05    0.06    0.01    0.01    0.01  293.73  290.79   13.41   76.74    0.00  216.98  170.21   53.34    0.00
 2014 351   224    86     3    75.8   75.5    0.4   13.81    7.06    8.62    2.82    2.93    3.00    0.14    0.05    0.06    0.01    0.01    0.01  293.78  290.85   13.41   76.76    0.00  217.03  170.21   53.34    0.00
 2014 352   225    86     3    75.9   75.5    0.4   13.92    7.04    8.61    2.82    2.93    3.00    0.13    0.05    0.05    0.01    0.01    0.01  293.84  290.91   13.41   76.77    0.00  217.07  170.21   53.34    0.00
 2014 353   226    86     3    75.9   75.6    0.4   14.03    7.02    8.61    2.82    2.94    3.00    0.12    0.05    0.05    0.01    0.01    0.01  293.90  290.97   13.41   76.78    0.00  217.11  170.21   53.34    0.00
 2014 354   227    86     3    76.0   75.6    0.4   14.14    7.00    8.61    2.82    2.94    3.00    0.12    0.05    0.05    0.01    0.01    0.01  293.95  291.02   13.41   76.80    0.00  217.15  170.21   53.34    0.00
 2014 355   228    86     3    76.0   75.7    0.3   14.25    6.98    8.60    2.82    2.94    3.00    0.11    0.05    0.05    0.01    0.01    0.01  294.01  291.07   13.41   76.81    0.00  217.20  170.21   53.34    0.00
 2014 356   229    86     3    76.1   75.7    0.3   14.35    6.96    8.60    2.82    2.94    3.00    0.11    0.05    0.05    0.01    0.01    0.01  294.06  291.12   13.41   76.83    0.00  217.24  170.21   53.34    0.00
 2014 357   230    86     3    76.1   75.8    0.3   14.46    6.94    8.59    2.82    2.94    3.01    0.11    0.05    0.05    0.01    0.01    0.01  294.12  291.17   13.41   76.84    0.00  217.28  170.21   53.34    0.00
 2014 358   231    86     3    76.1   75.8    0.3   14.57    6.92    8.59    2.82    2.94    3.01    0.11    0.05    0.05    0.01    0.01    0.01  294.18  291.21   13.41   76.85    0.00  217.32  170.21   53.34    0.00
 2014 359   232    86     3    76.2   75.9    0.3   14.67    6.90    8.58    2.82    2.94    3.01    0.10    0.05    0.05    0.01    0.01    0.01  294.23  291.26   13.41   76.87    0.00  217.36  170.21   53.34    0.00
 2014 360   233    86     3    76.2   75.9    0.3   14.77    6.88    8.58    2.82    2.94    3.01    0.10    0.05    0.05    0.01    0.01    0.01  294.29  291.31   13.41   76.88    0.00  217.41  170.21   53.34    0.00
 2014 361   234    86     3    76.3   76.0    0.3   14.88    6.86    8.57    2.82    2.94    3.01    0.10    0.05    0.05    0.01    0.01    0.01  294.35  291.35   13.41   76.90    0.00  217.45  170.21   53.34    0.00
 2014 362   235    86     3    76.3   76.0    0.3   14.98    6.84    8.57    2.82    2.94    3.01    0.10    0.05    0.05    0.01    0.01    0.01  294.40  291.40   13.41   76.91    0.00  217.49  170.21   53.34    0.00
 2014 363   236    86     3    76.4   76.0    0.3   15.08    6.83    8.57    2.82    2.94    3.01    0.10    0.05    0.05    0.01    0.01    0.01  294.46  291.44   13.41   76.93    0.00  217.53  170.21   53.34    0.00
