*Soil Inorganic Nitrogen daily output file

*DSSAT Cropping System Model Ver. 4.7.2.000 -release      OCT 15, 2021; 17:59:34
                                                                                
*RUN   1        :             CSM335_date_1 MZCER047 ITSA1301    1              
 MODEL          : MZCER047 - Maize                                              
 EXPERIMENT     : ITSA1301 SG CALIBRATION SETUP OF SORGHUM SOWING DATES         
 DATA PATH      :                                                               
 TREATMENT  1   :             CSM335_date_1 MZCER047                            
  
!                                                    NO3 (ppm) by soil depth (cm):                   NH4 (ppm) by soil depth (cm):
!                                                     0-5    5-15   15-30   30-53   53-77  77-100     0-5    5-15   15-30   30-53   53-77  77-100
@YEAR DOY   DAS  NAPC  NI#M    NIAD   NITD   NHTD    NI1D    NI2D    NI3D    NI4D    NI5D    NI6D    NH1D    NH2D    NH3D    NH4D    NH5D    NH6D    NMNC    NITC    NDNC    NIMC    AMLC   NNMNC    NUCM    NLCC    TDFC
 2014 021   121    64     2    36.1   33.1    3.1    5.25    6.91    5.93    0.76    0.64    0.83    1.03    0.79    0.35    0.05    0.05    0.05   92.82  128.06    0.00   12.34    0.00   80.48  115.73    0.00    0.00
 2014 022   122    64     2    36.4   33.3    3.0    5.43    6.95    5.95    0.76    0.64    0.84    1.02    0.76    0.35    0.05    0.05    0.05   93.07  128.34    0.00   12.37    0.00   80.70  115.73    0.00    0.00
 2014 023   123    64     2    36.5   33.6    2.9    5.60    6.99    5.97    0.77    0.65    0.84    0.99    0.73    0.34    0.05    0.05    0.05   93.26  128.60    0.00   12.39    0.00   80.87  115.73    0.00    0.00
 2014 024   124    64     2    36.7   33.8    2.8    5.75    7.02    5.98    0.77    0.65    0.85    0.97    0.69    0.33    0.05    0.05    0.05   93.42  128.84    0.00   12.41    0.00   81.01  115.73    0.00    0.00
 2014 025   125    64     2    36.8   34.1    2.7    5.90    7.04    6.00    0.78    0.66    0.86    0.95    0.65    0.31    0.05    0.05    0.05   93.54  129.05    0.00   12.42    0.00   81.12  115.73    0.00    0.00
 2014 026   126    64     2    36.9   34.3    2.6    6.04    7.06    6.01    0.78    0.66    0.86    0.93    0.61    0.30    0.05    0.05    0.05   93.66  129.27    0.00   12.43    0.00   81.22  115.73    0.00    0.00
 2014 027   127    64     2    37.0   34.5    2.5    6.19    7.08    6.03    0.79    0.67    0.87    0.90    0.57    0.28    0.05    0.05    0.05   93.76  129.47    0.00   12.44    0.00   81.32  115.73    0.00    0.00
 2014 028   128    64     2    37.1   34.7    2.4    6.32    7.10    6.04    0.79    0.67    0.87    0.87    0.53    0.27    0.05    0.05    0.05   93.86  129.67    0.00   12.45    0.00   81.41  115.73    0.00    0.00
 2014 029   129    64     2    37.3   34.9    2.4    6.56    7.11    6.05    0.80    0.68    0.88    0.93    0.50    0.26    0.05    0.05    0.05   94.12  129.93    0.00   12.48    0.00   81.64  115.73    0.00    0.00
 2014 030   130    64     2    37.4   35.1    2.3    6.75    7.12    6.06    0.80    0.68    0.88    0.94    0.47    0.25    0.05    0.05    0.05   94.29  130.15    0.00   12.50    0.00   81.79  115.73    0.00    0.00
 2014 031   131    64     2    37.6   35.3    2.2    6.92    7.13    6.08    0.81    0.68    0.89    0.92    0.44    0.24    0.05    0.05    0.05   94.43  130.34    0.00   12.51    0.00   81.92  115.73    0.00    0.00
 2014 032   132    64     2    37.7   35.5    2.2    7.07    7.13    6.08    0.81    0.69    0.89    0.90    0.42    0.23    0.05    0.05    0.05   94.55  130.52    0.00   12.52    0.00   82.03  115.73    0.00    0.00
 2014 033   133    64     2    37.8   35.7    2.1    7.21    7.13    6.09    0.81    0.69    0.90    0.88    0.39    0.22    0.05    0.05    0.05   94.66  130.69    0.00   12.53    0.00   82.13  115.73    0.00    0.00
 2014 034   134    64     2    37.9   35.8    2.0    7.35    7.13    6.10    0.82    0.70    0.90    0.86    0.37    0.21    0.05    0.05    0.05   94.77  130.85    0.00   12.54    0.00   82.22  115.73    0.00    0.00
 2014 035   135    64     2    38.0   36.0    2.0    6.72    7.51    6.11    0.82    0.70    0.91    0.84    0.35    0.21    0.04    0.04    0.05   94.87  131.00    0.00   12.55    0.00   82.31  115.73    0.00    0.00
 2014 036   136    64     2    38.2   36.2    2.0    5.94    8.02    6.11    0.83    0.71    0.91    0.91    0.34    0.20    0.04    0.04    0.05   95.12  131.21    0.00   12.58    0.00   82.53  115.73    0.00    0.00
 2014 037   137    64     2    38.4   36.4    2.0    6.87    8.06    5.88    0.82    0.71    0.91    0.97    0.34    0.19    0.04    0.04    0.05   95.39  131.42    0.00   12.61    0.00   82.78  115.73    0.00    0.00
 2014 038   138    64     2    38.6   36.6    2.0    9.00    7.78    5.46    0.81    0.71    0.91    0.98    0.35    0.19    0.04    0.04    0.05   95.61  131.61    0.00   12.64    0.00   82.98  115.73    0.00    0.00
 2014 039   139    64     2    38.8   36.7    2.0    9.17    7.78    5.46    0.82    0.71    0.92    0.97    0.35    0.19    0.04    0.04    0.05   95.78  131.77    0.00   12.66    0.00   83.13  115.73    0.00    0.00
 2014 040   140    64     2    38.9   36.9    2.0    1.32    4.94   10.03    0.82    0.71    0.92    0.96    0.35    0.18    0.04    0.04    0.05   95.92  131.92    0.00   12.67    0.00   83.25  115.73    0.00    0.00
 2014 041   141    64     2    39.7   37.2    2.5    0.86    2.44    6.36    4.19    0.99    0.92    0.98    0.49    0.34    0.04    0.04    0.05   96.89  132.20    0.00   12.82    0.00   84.07  115.73    0.00    0.00
 2014 042   142    64     2    40.6   37.6    3.0    0.93    2.01    5.04    4.39    1.90    0.92    1.01    0.61    0.48    0.05    0.04    0.05   97.89  132.58    0.00   12.95    0.00   84.95  115.73    0.00    0.00
 2014 043   143    64     2    41.6   38.0    3.6    0.76    1.48    3.88    4.32    2.83    1.20    1.06    0.73    0.63    0.06    0.05    0.05   99.02  133.04    0.00   13.07    0.00   85.95  115.73    0.00    0.00
 2014 044   144    64     2    42.5   38.5    4.0    0.87    1.34    3.19    3.97    3.17    1.84    1.07    0.80    0.74    0.06    0.05    0.05  100.07  133.58    0.00   13.18    0.00   86.89  115.73    0.00    0.00
 2014 045   145    64     2    41.3   36.9    4.4    1.18    1.38    2.77    3.44    3.02    2.21    1.10    0.89    0.86    0.07    0.06    0.05  101.22  134.17    0.00   13.29    0.00   87.92  115.73    2.22    0.00
 2014 046   146    64     2    41.8   36.9    4.8    1.62    1.55    2.78    3.28    2.95    2.27    1.15    0.98    0.97    0.07    0.06    0.06  102.43  134.84    0.01   13.41    0.00   89.02  115.73    2.86    0.00
 2014 047   147    64     2    42.9   37.7    5.2    2.03    1.75    2.91    3.26    2.94    2.27    1.17    1.05    1.06    0.07    0.07    0.06  103.65  135.59    0.01   13.53    0.00   90.13  115.73    2.86    0.00
