*Soil Inorganic Nitrogen daily output file

*DSSAT Cropping System Model Ver. 4.7.2.000 -release      OCT 15, 2021; 17:59:35
                                                                                
*RUN   1        :             CSM335_date_1 MZCER047 ITSA1301    1              
 MODEL          : MZCER047 - Maize                                              
 EXPERIMENT     : ITSA1301 SG CALIBRATION SETUP OF SORGHUM SOWING DATES         
 DATA PATH      :                                                               
 TREATMENT  1   :             CSM335_date_1 MZCER047                            
  
!                                                    NO3 (ppm) by soil depth (cm):                   NH4 (ppm) by soil depth (cm):
!                                                     0-5    5-15   15-30   30-53   53-77  77-100     0-5    5-15   15-30   30-53   53-77  77-100
@YEAR DOY   DAS  NAPC  NI#M    NIAD   NITD   NHTD    NI1D    NI2D    NI3D    NI4D    NI5D    NI6D    NH1D    NH2D    NH3D    NH4D    NH5D    NH6D    NMNC    NITC    NDNC    NIMC    AMLC   NNMNC    NUCM    NLCC    TDFC
 2015 036   121    64     2    20.9   17.5    3.4    2.79    2.89    3.66    0.47    0.35    0.36    0.98    0.73    0.70    0.02    0.02    0.02  114.77  134.76    0.08   13.23    0.00  101.54  143.73    8.31    0.00
 2015 037   122    64     2    21.0   17.8    3.2    2.88    2.94    3.71    0.47    0.35    0.36    0.94    0.68    0.65    0.02    0.02    0.02  114.83  135.03    0.08   13.24    0.00  101.59  143.73    8.31    0.00
 2015 038   123    64     2    21.0   18.0    3.0    2.97    2.98    3.76    0.47    0.35    0.37    0.90    0.63    0.61    0.02    0.02    0.02  114.89  135.27    0.08   13.25    0.00  101.65  143.73    8.31    0.00
 2015 039   124    64     2    21.1   18.3    2.8    3.06    3.02    3.80    0.47    0.35    0.37    0.87    0.59    0.57    0.02    0.02    0.02  114.95  135.49    0.08   13.25    0.00  101.70  143.73    8.31    0.00
 2015 040   125    64     2    21.1   18.5    2.7    3.16    3.06    3.84    0.47    0.35    0.37    0.85    0.55    0.53    0.02    0.01    0.02  115.04  135.72    0.08   13.26    0.00  101.78  143.73    8.31    0.00
 2015 041   126    64     2    21.2   18.7    2.5    3.27    3.10    3.88    0.48    0.36    0.37    0.83    0.51    0.49    0.02    0.01    0.02  115.13  135.95    0.08   13.27    0.00  101.85  143.73    8.31    0.00
 2015 042   127    64     2    21.4   19.0    2.4    3.44    3.13    3.92    0.48    0.36    0.37    0.88    0.48    0.46    0.02    0.01    0.02  115.31  136.20    0.08   13.29    0.00  102.01  143.73    8.31    0.00
 2015 043   128    64     2    21.4   19.2    2.3    3.55    3.16    3.95    0.48    0.36    0.37    0.86    0.45    0.43    0.02    0.01    0.02  115.39  136.40    0.08   13.30    0.00  102.09  143.73    8.31    0.00
 2015 044   129    64     2    21.5   19.3    2.2    3.65    3.19    3.98    0.48    0.36    0.37    0.84    0.42    0.41    0.02    0.01    0.02  115.47  136.58    0.08   13.31    0.00  102.16  143.73    8.31    0.00
 2015 045   130    64     2    21.6   19.5    2.1    3.75    3.21    4.01    0.48    0.36    0.38    0.81    0.39    0.38    0.02    0.01    0.02  115.54  136.76    0.08   13.32    0.00  102.22  143.73    8.31    0.00
 2015 046   131    64     2    21.6   19.7    2.0    3.85    3.23    4.04    0.48    0.36    0.38    0.80    0.37    0.36    0.02    0.01    0.02  115.62  136.92    0.08   13.33    0.00  102.29  143.73    8.31    0.00
 2015 047   132    64     2    21.8   19.9    1.9    3.98    3.25    4.06    0.48    0.36    0.38    0.82    0.35    0.34    0.02    0.01    0.01  115.75  137.10    0.08   13.34    0.00  102.41  143.73    8.31    0.00
 2015 048   133    64     2    21.8   20.0    1.8    1.25    4.20    4.41    0.49    0.36    0.38    0.82    0.33    0.32    0.01    0.01    0.01  115.85  137.27    0.08   13.35    0.00  102.50  143.73    8.31    0.00
 2015 049   134    64     2    22.4   20.3    2.1    1.27    3.53    4.97    0.48    0.36    0.38    0.86    0.51    0.31    0.01    0.01    0.01  116.44  137.53    0.08   13.42    0.00  103.02  143.73    8.31    0.00
 2015 050   135    64     2    23.0   20.6    2.4    1.58    3.68    4.93    0.48    0.36    0.38    0.93    0.62    0.36    0.01    0.01    0.01  117.15  137.85    0.08   13.51    0.00  103.64  143.73    8.31    0.00
 2015 051   136    64     2    23.5   20.9    2.6    2.27    3.78    4.79    0.48    0.36    0.38    0.97    0.68    0.39    0.01    0.01    0.01  117.71  138.16    0.08   13.57    0.00  104.14  143.73    8.31    0.00
 2015 052   137    64     2    23.9   21.2    2.7    2.44    3.85    4.83    0.48    0.36    0.38    0.99    0.71    0.42    0.01    0.01    0.01  118.18  138.46    0.08   13.63    0.00  104.55  143.73    8.31    0.00
 2015 053   138    64     2    24.2   21.5    2.7    2.60    3.91    4.86    0.48    0.36    0.38    1.00    0.72    0.44    0.01    0.01    0.01  118.57  138.74    0.08   13.68    0.00  104.89  143.73    8.31    0.00
 2015 054   139    64     2    24.5   21.7    2.7    1.84    4.41    4.90    0.48    0.36    0.38    0.99    0.70    0.45    0.01    0.01    0.01  118.85  139.00    0.08   13.72    0.00  105.13  143.73    8.31    0.00
 2015 055   140    64     2    24.8   22.1    2.8    1.88    4.56    4.93    0.48    0.36    0.38    1.03    0.71    0.45    0.01    0.01    0.01  119.26  139.33    0.08   13.77    0.00  105.49  143.73    8.31    0.00
 2015 056   141    64     2    25.2   22.4    2.8    2.31    4.63    4.89    0.48    0.36    0.38    1.07    0.73    0.44    0.01    0.01    0.01  119.64  139.63    0.08   13.81    0.00  105.83  143.73    8.31    0.00
 2015 057   142    64     2    25.4   22.6    2.8    2.50    4.68    4.92    0.48    0.36    0.38    1.08    0.73    0.43    0.01    0.01    0.01  119.95  139.91    0.08   13.85    0.00  106.10  143.73    8.31    0.00
 2015 058   143    64     2    25.6   22.9    2.7    2.64    4.74    4.95    0.48    0.36    0.38    1.06    0.71    0.43    0.01    0.01    0.01  120.16  140.16    0.08   13.88    0.00  106.29  143.73    8.31    0.00
 2015 059   144    64     2    25.8   23.1    2.6    2.80    4.78    4.98    0.48    0.37    0.38    1.04    0.68    0.41    0.01    0.01    0.01  120.34  140.39    0.08   13.90    0.00  106.44  143.73    8.31    0.00
 2015 060   145    64     2    25.9   23.3    2.6    2.95    4.82    5.01    0.48    0.37    0.38    1.05    0.65    0.40    0.01    0.01    0.01  120.52  140.62    0.08   13.92    0.00  106.60  143.73    8.31    0.00
 2015 061   146    64     2    26.0   23.5    2.5    3.09    4.85    5.03    0.48    0.37    0.39    1.03    0.62    0.38    0.01    0.01    0.01  120.64  140.82    0.08   13.94    0.00  106.71  143.73    8.31    0.00
 2015 062   147    64     2    26.1   23.7    2.4    3.22    4.88    5.05    0.48    0.37    0.39    1.01    0.59    0.36    0.01    0.01    0.01  120.74  141.01    0.08   13.95    0.00  106.79  143.73    8.31    0.00
