*Soil Inorganic Nitrogen daily output file

*DSSAT Cropping System Model Ver. 4.7.2.000 -release      OCT 15, 2021; 17:59:33
                                                                                
*RUN   1        :             CSM335_date_1 MZCER047 ITSA1301    1              
 MODEL          : MZCER047 - Maize                                              
 EXPERIMENT     : ITSA1301 SG CALIBRATION SETUP OF SORGHUM SOWING DATES         
 DATA PATH      :                                                               
 TREATMENT  1   :             CSM335_date_1 MZCER047                            
  
!                                                    NO3 (ppm) by soil depth (cm):                   NH4 (ppm) by soil depth (cm):
!                                                     0-5    5-15   15-30   30-60   60-90  90-120     0-5    5-15   15-30   30-60   60-90  90-120
@YEAR DOY   DAS  NAPC  NI#M    NIAD   NITD   NHTD    NI1D    NI2D    NI3D    NI4D    NI5D    NI6D    NH1D    NH2D    NH3D    NH4D    NH5D    NH6D    NMNC    NITC    NDNC    NIMC    AMLC   NNMNC    NUCM    NLCC    TDFC
 2013 276   121    86     3    83.9   79.1    4.8    6.74    9.16   11.51    6.63    1.38    0.64    1.61    1.04    0.77    0.06    0.06    0.01  150.27  188.12    0.33   50.38    0.00   99.89  111.56    0.00    0.00
 2013 277   122    86     3    82.1   77.5    4.6    6.06    9.63   11.16    6.40    1.35    0.64    1.60    0.99    0.71    0.06    0.06    0.01  151.12  188.88    0.33   50.62    0.00  100.50  114.05    0.00    0.00
 2013 278   123    86     3    80.9   76.3    4.6    4.70    9.58   11.48    6.23    1.32    0.64    1.73    1.01    0.66    0.06    0.06    0.01  152.01  189.47    0.33   50.87    0.00  101.14  115.87    0.00    0.00
 2013 279   124    86     3    79.3   74.5    4.8    3.39    8.30   12.40    6.03    1.29    0.64    1.84    1.15    0.64    0.05    0.06    0.01  153.04  189.91    0.33   51.16    0.00  101.87  118.15    0.00    0.00
 2013 280   125    86     3    79.0   73.8    5.2    2.99    7.77   12.57    6.03    1.28    0.64    1.97    1.27    0.71    0.05    0.06    0.01  154.29  190.33    0.33   51.57    0.00  102.72  119.33    0.00    0.00
 2013 281   126    86     3    77.5   71.9    5.6    2.03    6.06   11.72    6.78    1.24    0.64    2.07    1.38    0.78    0.05    0.06    0.01  155.60  190.77    0.33   52.00    0.00  103.60  121.73    0.00    0.00
 2013 282   127    86     3    75.9   69.9    6.0    2.30    5.78   10.85    6.81    1.21    0.64    2.18    1.48    0.89    0.05    0.06    0.01  156.89  191.09    0.33   52.40    0.00  104.50  124.20    0.00    0.00
 2013 283   128    86     3    75.3   69.0    6.3    2.77    5.89   10.61    6.64    1.19    0.64    2.13    1.48    1.02    0.05    0.06    0.01  158.32  191.76    0.33   52.83    0.00  105.49  125.78    0.00    0.00
 2013 284   129    86     3    73.8   67.6    6.3    3.28    5.93   10.31    6.39    1.16    0.64    2.05    1.46    1.04    0.06    0.06    0.01  159.69  192.62    0.33   53.24    0.00  106.45  128.21    0.00    0.00
 2013 285   130    86     3    72.2   66.0    6.1    3.53    5.90   10.06    6.15    1.13    0.64    1.91    1.41    1.05    0.06    0.06    0.01  161.01  193.54    0.33   53.64    0.00  107.37  130.80    0.00    0.00
 2013 286   131    86     3    70.8   64.9    5.9    3.78    5.89    9.87    5.96    1.10    0.64    1.77    1.36    1.05    0.06    0.06    0.01  162.23  194.45    0.33   54.01    0.00  108.22  133.00    0.00    0.00
 2013 287   132    86     3    69.5   63.8    5.8    4.00    5.88    9.70    5.76    1.08    0.64    1.72    1.30    1.04    0.06    0.06    0.01  163.46  195.37    0.33   54.37    0.00  109.10  135.16    0.00    0.00
 2013 288   133    86     3    68.1   62.5    5.6    4.21    5.86    9.51    5.57    1.05    0.65    1.66    1.23    1.01    0.06    0.06    0.01  164.61  196.29    0.33   54.70    0.00  109.91  137.39    0.00    0.00
 2013 289   134    86     3    66.9   61.5    5.3    4.43    5.85    9.36    5.40    1.03    0.65    1.56    1.15    0.97    0.06    0.05    0.01  165.66  197.21    0.33   55.00    0.00  110.66  139.40    0.00    0.00
 2013 290   135    86     3    65.4   60.4    5.0    4.65    5.82    9.19    5.22    1.01    0.65    1.44    1.06    0.91    0.06    0.05    0.01  166.60  198.12    0.33   55.27    0.00  111.33  141.50    0.00    0.00
 2013 291   136    86     3    63.9   59.3    4.6    4.93    5.77    9.01    5.04    0.99    0.65    1.32    0.98    0.85    0.06    0.05    0.01  167.45  199.00    0.33   55.51    0.00  111.94  143.59    0.00    0.00
 2013 292   137    86     3    62.2   57.9    4.3    5.25    5.69    8.77    4.83    0.96    0.65    1.20    0.89    0.79    0.05    0.05    0.01  168.21  199.85    0.33   55.72    0.00  112.49  145.88    0.00    0.00
 2013 293   138    86     3    60.6   56.6    3.9    5.55    5.59    8.54    4.65    0.93    0.65    1.07    0.81    0.72    0.05    0.05    0.01  168.88  200.63    0.33   55.91    0.00  112.97  148.01    0.00    0.00
 2013 294   139    86     3    58.7   55.1    3.6    5.82    5.48    8.26    4.45    0.90    0.65    0.95    0.73    0.66    0.05    0.05    0.01  169.46  201.34    0.33   56.07    0.00  113.39  150.28    0.00    0.00
 2013 295   140    86     3    56.8   53.6    3.3    6.06    5.36    7.99    4.26    0.87    0.65    0.83    0.67    0.61    0.05    0.05    0.01  169.94  201.99    0.33   56.20    0.00  113.75  152.50    0.00    0.00
 2013 296   141    86     3    55.0   52.0    3.0    6.28    5.23    7.72    4.08    0.83    0.65    0.72    0.60    0.55    0.04    0.05    0.01  170.36  202.58    0.33   56.31    0.00  114.05  154.62    0.00    0.00
 2013 297   142    86     3    55.3   52.6    2.8    6.48    5.32    7.81    4.09    0.84    0.66    0.70    0.55    0.50    0.04    0.05    0.01  170.79  203.10    0.33   56.41    0.00  114.37  154.62    0.00    0.00
 2013 298   143    86     3    55.6   53.1    2.6    6.68    5.40    7.89    4.09    0.85    0.66    0.72    0.49    0.46    0.04    0.05    0.01  171.18  203.59    0.33   56.51    0.00  114.68  154.62    0.00    0.00
 2013 299   144    86     3    56.0   53.5    2.5    6.87    5.46    7.96    4.10    0.86    0.66    0.82    0.43    0.41    0.03    0.05    0.01  171.62  204.05    0.33   56.61    0.00  115.02  154.62    0.00    0.00
 2013 300   145    86     3    56.2   54.0    2.3    7.09    5.52    8.02    4.10    0.87    0.66    0.83    0.38    0.37    0.03    0.05    0.01  171.97  204.48    0.33   56.69    0.00  115.28  154.62    0.00    0.00
 2013 301   146    86     3    56.5   54.4    2.1    7.31    5.57    8.08    4.11    0.88    0.66    0.80    0.34    0.33    0.03    0.05    0.01  172.26  204.89    0.33   56.76    0.00  115.51  154.62    0.00    0.00
 2013 302   147    86     3    56.7   54.7    1.9    7.53    5.61    8.13    4.11    0.89    0.66    0.76    0.29    0.29    0.03    0.05    0.01  172.50  205.27    0.33   56.81    0.00  115.69  154.62    0.00    0.00
 2013 303   148    86     3    56.8   55.1    1.7    7.73    5.64    8.17    4.12    0.90    0.66    0.70    0.25    0.26    0.02    0.05    0.01  172.70  205.61    0.33   56.86    0.00  115.84  154.62    0.00    0.00
 2013 304   149    86     3    56.9   55.4    1.6    7.93    5.66    8.21    4.12    0.91    0.66    0.63    0.22    0.23    0.02    0.05    0.01  172.87  205.91    0.33   56.89    0.00  115.97  154.62    0.00    0.00
 2013 305   150    86     3    57.0   55.7    1.4    8.11    5.68    8.24    4.12    0.92    0.66    0.56    0.19    0.20    0.02    0.05    0.01  173.00  206.19    0.33   56.92    0.00  116.08  154.62    0.00    0.00
 2013 306   151    86     3    57.1   55.9    1.2    8.29    5.69    8.26    4.12    0.92    0.66    0.49    0.17    0.17    0.02    0.05    0.01  173.12  206.44    0.33   56.94    0.00  116.17  154.62    0.00    0.00
 2013 307   152    86     3    57.2   56.1    1.1    8.45    5.70    8.28    4.13    0.93    0.67    0.41    0.15    0.15    0.01    0.04    0.01  173.22  206.66    0.33   56.96    0.00  116.25  154.62    0.00    0.00
 2013 308   153    86     3    57.3   56.3    1.0    8.60    5.71    8.30    4.13    0.94    0.67    0.35    0.13    0.13    0.01    0.04    0.01  173.32  206.85    0.33   56.99    0.00  116.33  154.62    0.00    0.00
 2013 309   154    86     3    57.4   56.5    0.9    8.74    5.71    8.31    4.13    0.95    0.67    0.30    0.12    0.11    0.01    0.04    0.01  173.42  207.03    0.33   57.01    0.00  116.42  154.62    0.00    0.00
 2013 310   155    86     3    57.5   56.7    0.8    8.87    5.72    8.32    4.13    0.96    0.67    0.26    0.11    0.10    0.01    0.04    0.01  173.52  207.19    0.33   57.03    0.00  116.50  154.62    0.00    0.00
 2013 311   156    86     3    57.5   56.8    0.7    8.98    5.71    8.33    4.13    0.97    0.67    0.23    0.10    0.09    0.01    0.04    0.01  173.62  207.33    0.33   57.05    0.00  116.58  154.62    0.00    0.00
 2013 312   157    86     3    57.6   56.9    0.7    9.09    5.71    8.34    4.13    0.97    0.67    0.21    0.09    0.08    0.01    0.04    0.01  173.72  207.46    0.33   57.07    0.00  116.65  154.62    0.00    0.00
 2013 313   158    86     3    57.7   57.0    0.7    9.20    5.71    8.34    4.13    0.98    0.67    0.19    0.08    0.08    0.01    0.04    0.01  173.82  207.58    0.33   57.09    0.00  116.73  154.62    0.00    0.00
 2013 314   159    86     3    57.8   57.1    0.6    9.30    5.70    8.35    4.13    0.99    0.67    0.18    0.08    0.07    0.01    0.04    0.01  173.91  207.68    0.33   57.10    0.00  116.81  154.62    0.00    0.00
 2013 315   160    86     3    57.8   57.3    0.6    9.40    5.70    8.35    4.13    1.00    0.67    0.17    0.08    0.07    0.01    0.04    0.01  174.01  207.79    0.33   57.12    0.00  116.88  154.62    0.00    0.00
 2013 316   161    86     3    57.9   57.4    0.6    9.50    5.69    8.35    4.13    1.00    0.67    0.16    0.07    0.06    0.01    0.04    0.01  174.10  207.89    0.33   57.14    0.00  116.96  154.62    0.00    0.00
 2013 317   162    86     3    58.0   57.4    0.5    9.59    5.69    8.35    4.13    1.01    0.68    0.15    0.07    0.06    0.01    0.04    0.01  174.20  207.98    0.33   57.16    0.00  117.03  154.62    0.00    0.00
 2013 318   163    86     3    58.1   57.5    0.6    9.70    5.68    8.35    4.13    1.02    0.68    0.20    0.07    0.06    0.01    0.04    0.01  174.35  208.08    0.33   57.19    0.00  117.15  154.62    0.00    0.00
 2013 319   164    86     3    58.3   57.6    0.6    6.57    7.29    8.35    4.13    1.03    0.68    0.31    0.07    0.06    0.01    0.04    0.01  174.56  208.18    0.33   57.24    0.00  117.32  154.62    0.00    0.00
 2013 320   165    86     3    58.7   57.7    1.0    4.78    8.22    8.35    4.13    1.03    0.68    0.56    0.16    0.06    0.01    0.04    0.01  175.07  208.27    0.33   57.35    0.00  117.72  154.62    0.00    0.00
 2013 321   166    86     3    59.3   57.9    1.4    5.54    8.27    8.21    4.09    1.03    0.68    0.76    0.37    0.05    0.01    0.04    0.01  175.83  208.43    0.33   57.52    0.00  118.31  154.62    0.00    0.00
 2013 322   167    86     3    59.8   58.1    1.6    5.77    8.29    8.21    4.09    1.04    0.68    0.86    0.51    0.05    0.01    0.03    0.01  176.47  208.65    0.33   57.67    0.00  118.80  154.62    0.00    0.00
 2013 323   168    86     3    60.2   58.4    1.8    6.02    8.34    8.21    4.09    1.05    0.68    0.88    0.60    0.05    0.01    0.03    0.01  177.00  208.92    0.33   57.80    0.00  119.20  154.62    0.00    0.00
 2013 324   169    86     3    60.5   58.7    1.8    6.28    8.39    8.21    4.09    1.05    0.68    0.87    0.63    0.05    0.01    0.03    0.01  177.44  209.22    0.33   57.90    0.00  119.53  154.62    0.00    0.00
 2013 325   170    86     3    60.8   59.0    1.8    6.55    8.46    8.21    4.09    1.06    0.68    0.93    0.61    0.05    0.01    0.03    0.01  177.84  209.52    0.33   57.99    0.00  119.84  154.62    0.00    0.00
 2013 326   171    86     3    61.0   59.3    1.7    6.82    8.52    8.21    4.09    1.07    0.68    0.90    0.57    0.05    0.01    0.03    0.01  178.15  209.83    0.33   58.07    0.00  120.09  154.62    0.00    0.00
 2013 327   172    86     3    61.2   59.6    1.6    7.09    8.58    8.20    4.09    1.07    0.68    0.86    0.53    0.05    0.01    0.03    0.01  178.41  210.14    0.33   58.13    0.00  120.29  154.62    0.00    0.00
 2013 328   173    86     3    61.4   59.9    1.5    7.35    8.63    8.20    4.09    1.08    0.69    0.79    0.48    0.05    0.01    0.03    0.01  178.63  210.42    0.33   58.18    0.00  120.45  154.62    0.00    0.00
 2013 329   174    86     3    61.6   60.1    1.4    7.60    8.68    8.20    4.09    1.08    0.69    0.72    0.43    0.05    0.01    0.03    0.01  178.81  210.69    0.33   58.22    0.00  120.60  154.62    0.00    0.00
 2013 330   175    86     3    61.7   60.4    1.3    7.85    8.71    8.20    4.09    1.09    0.69    0.65    0.38    0.05    0.01    0.03    0.01  178.97  210.93    0.33   58.25    0.00  120.71  154.62    0.00    0.00
 2013 331   176    86     3    61.8   60.6    1.2    8.07    8.74    8.20    4.09    1.10    0.69    0.57    0.33    0.05    0.01    0.03    0.01  179.09  211.15    0.33   58.28    0.00  120.81  154.62    0.00    0.00
 2013 332   177    86     3    61.8   60.8    1.0    8.28    8.75    8.20    4.09    1.10    0.69    0.49    0.29    0.05    0.01    0.03    0.01  179.19  211.35    0.33   58.30    0.00  120.89  154.62    0.00    0.00
 2013 333   178    86     3    61.9   61.0    0.9    8.49    8.76    8.19    4.09    1.11    0.69    0.42    0.25    0.05    0.00    0.03    0.01  179.28  211.53    0.33   58.32    0.00  120.96  154.62    0.00    0.00
 2013 334   179    86     3    62.0   61.1    0.8    8.68    8.77    8.19    4.09    1.11    0.69    0.36    0.21    0.05    0.00    0.03    0.01  179.36  211.69    0.33   58.34    0.00  121.02  154.62    0.00    0.00
 2013 335   180    86     3    62.0   61.3    0.7    8.85    8.76    8.19    4.09    1.12    0.69    0.31    0.19    0.05    0.00    0.03    0.01  179.45  211.83    0.33   58.36    0.00  121.09  154.62    0.00    0.00
 2013 336   181    86     3    62.1   61.4    0.7    9.02    8.76    8.19    4.09    1.12    0.69    0.27    0.16    0.05    0.00    0.03    0.01  179.53  211.96    0.33   58.38    0.00  121.15  154.62    0.00    0.00
 2013 337   182    86     3    62.2   61.5    0.6    9.18    8.75    8.19    4.08    1.13    0.70    0.24    0.14    0.05    0.00    0.03    0.01  179.61  212.08    0.33   58.40    0.00  121.22  154.62    0.00    0.00
 2013 338   183    86     3    62.2   61.6    0.6    9.33    8.73    8.19    4.08    1.13    0.70    0.22    0.12    0.05    0.00    0.03    0.01  179.70  212.19    0.33   58.42    0.00  121.28  154.62    0.00    0.00
 2013 339   184    86     3    62.3   61.7    0.6    9.48    8.71    8.19    4.08    1.14    0.70    0.20    0.11    0.05    0.00    0.03    0.01  179.78  212.29    0.33   58.43    0.00  121.35  154.62    0.00    0.00
 2013 340   185    86     3    62.4   61.8    0.5    9.63    8.69    8.18    4.08    1.14    0.70    0.18    0.10    0.05    0.00    0.02    0.01  179.87  212.39    0.33   58.45    0.00  121.41  154.62    0.00    0.00
 2013 341   186    86     3    62.4   61.9    0.5    9.77    8.67    8.18    4.08    1.15    0.70    0.17    0.09    0.05    0.00    0.02    0.01  179.95  212.48    0.33   58.47    0.00  121.48  154.62    0.00    0.00
 2013 342   187    86     3    62.5   62.0    0.5    9.91    8.65    8.18    4.08    1.15    0.70    0.16    0.08    0.05    0.00    0.02    0.01  180.03  212.56    0.33   58.49    0.00  121.54  154.62    0.00    0.00
 2013 343   188    86     3    62.6   62.1    0.5   10.04    8.63    8.18    4.08    1.15    0.70    0.15    0.08    0.05    0.00    0.02    0.01  180.11  212.64    0.33   58.51    0.00  121.60  154.62    0.00    0.00
 2013 344   189    86     3    62.6   62.2    0.4   10.17    8.60    8.18    4.08    1.16    0.70    0.14    0.07    0.05    0.00    0.02    0.01  180.19  212.72    0.33   58.53    0.00  121.67  154.62    0.00    0.00
 2013 345   190    86     3    62.7   62.2    0.4   10.31    8.57    8.18    4.08    1.16    0.70    0.14    0.07    0.05    0.00    0.02    0.01  180.27  212.79    0.33   58.55    0.00  121.73  154.62    0.00    0.00
 2013 346   191    86     3    62.7   62.3    0.4   10.44    8.55    8.17    4.08    1.17    0.70    0.13    0.06    0.05    0.00    0.02    0.01  180.35  212.86    0.33   58.56    0.00  121.79  154.62    0.00    0.00
 2013 347   192    86     3    62.8   62.4    0.4   10.57    8.52    8.17    4.08    1.17    0.71    0.13    0.06    0.05    0.00    0.02    0.01  180.43  212.93    0.33   58.58    0.00  121.85  154.62    0.00    0.00
 2013 348   193    86     3    62.9   62.5    0.4   10.69    8.49    8.17    4.08    1.17    0.71    0.12    0.06    0.05    0.00    0.02    0.01  180.50  213.00    0.33   58.60    0.00  121.90  154.62    0.00    0.00
 2013 349   194    86     3    62.9   62.5    0.4   10.82    8.46    8.17    4.08    1.18    0.71    0.12    0.06    0.05    0.00    0.02    0.01  180.58  213.06    0.33   58.62    0.00  121.96  154.62    0.00    0.00
 2013 350   195    86     3    63.0   62.6    0.4   10.95    8.44    8.17    4.08    1.18    0.71    0.12    0.06    0.05    0.00    0.02    0.01  180.66  213.12    0.33   58.64    0.00  122.02  154.62    0.00    0.00
 2013 351   196    86     3    63.0   62.6    0.4   11.07    8.41    8.17    4.08    1.19    0.71    0.12    0.05    0.05    0.00    0.02    0.01  180.73  213.19    0.33   58.65    0.00  122.08  154.62    0.00    0.00
 2013 352   197    86     3    63.1   62.7    0.4   11.20    8.38    8.16    4.08    1.19    0.71    0.12    0.05    0.05    0.00    0.02    0.01  180.81  213.25    0.33   58.67    0.00  122.13  154.62    0.00    0.00
 2013 353   198    86     3    63.1   62.8    0.4   11.32    8.35    8.16    4.08    1.19    0.71    0.12    0.05    0.05    0.00    0.02    0.01  180.88  213.31    0.33   58.69    0.00  122.19  154.62    0.00    0.00
 2013 354   199    86     3    63.2   62.8    0.4   11.45    8.32    8.16    4.08    1.19    0.71    0.11    0.05    0.05    0.00    0.02    0.01  180.95  213.37    0.33   58.71    0.00  122.25  154.62    0.00    0.00
 2013 355   200    86     3    63.3   62.9    0.4   11.57    8.30    8.16    4.08    1.20    0.71    0.11    0.05    0.05    0.00    0.02    0.01  181.03  213.43    0.33   58.72    0.00  122.30  154.62    0.00    0.00
 2013 356   201    86     3    63.3   62.9    0.4   11.69    8.27    8.16    4.08    1.20    0.71    0.11    0.05    0.05    0.00    0.01    0.01  181.10  213.49    0.33   58.74    0.00  122.36  154.62    0.00    0.00
 2013 357   202    86     3    63.4   63.0    0.4   11.81    8.24    8.16    4.08    1.20    0.72    0.11    0.05    0.05    0.00    0.01    0.01  181.17  213.55    0.33   58.76    0.00  122.41  154.62    0.00    0.00
 2013 358   203    86     3    63.4   63.1    0.4   11.93    8.21    8.15    4.08    1.21    0.72    0.11    0.05    0.05    0.00    0.01    0.01  181.25  213.61    0.33   58.78    0.00  122.47  154.62    0.00    0.00
 2013 359   204    86     3    63.5   63.1    0.4   12.06    8.19    8.15    4.08    1.21    0.72    0.11    0.05    0.05    0.00    0.01    0.01  181.32  213.67    0.33   58.79    0.00  122.52  154.62    0.00    0.00
 2013 360   205    86     3    63.5   63.2    0.4   12.18    8.16    8.15    4.08    1.21    0.72    0.11    0.05    0.05    0.00    0.01    0.01  181.39  213.72    0.33   58.81    0.00  122.58  154.62    0.00    0.00
 2013 361   206    86     3    63.6   63.2    0.3   12.30    8.13    8.15    4.08    1.21    0.72    0.11    0.05    0.05    0.00    0.01    0.01  181.46  213.78    0.33   58.83    0.00  122.63  154.62    0.00    0.00
 2013 362   207    86     3    63.6   63.3    0.3   12.42    8.11    8.15    4.07    1.21    0.72    0.11    0.05    0.05    0.00    0.01    0.01  181.53  213.83    0.33   58.85    0.00  122.68  154.62    0.00    0.00
 2013 363   208    86     3    63.7   63.3    0.3   12.53    8.08    8.15    4.07    1.22    0.72    0.11    0.05    0.05    0.00    0.01    0.01  181.60  213.89    0.33   58.86    0.00  122.73  154.62    0.00    0.00
